s2_2224,lon,lat
5.581191975714922,34.291508,31.27095
5.79618159303874,34.294658,31.270918
6.814512481153707,34.297809,31.270886
4.657116798237633,34.250585,31.274061
11.510056856639974,34.253736,31.274031
6.890720415709727,34.256886,31.274
6.86102111859028,34.260037,31.273969
5.795811529979375,34.263188,31.273938
5.1406871496439415,34.266339,31.273907
4.620265988302682,34.269489,31.273876
5.618328894421185,34.27264,31.273845
10.653938794704883,34.275791,31.273813
7.958603610821699,34.278942,31.273782
6.385154055525859,34.282092,31.273751
7.455959068702358,34.285243,31.273719
7.124166302644148,34.288394,31.273688
6.623313708583081,34.291545,31.273656
5.186871042745287,34.294695,31.273624
5.67405978389699,34.297846,31.273593
7.433999697892563,34.24747,31.276798
5.934719907724387,34.250621,31.276768
11.785722465081605,34.253771,31.276737
10.202108709567609,34.256922,31.276706
6.391959446080704,34.260073,31.276675
5.140683109048508,34.263224,31.276644
5.606830359703453,34.266375,31.276613
5.696521190483381,34.269526,31.276582
5.397507033837598,34.272677,31.276551
8.606377751161967,34.275827,31.27652
4.890729950077277,34.278978,31.276488
7.031810725182289,34.282129,31.276457
5.647533694884546,34.28528,31.276425
6.807654145401081,34.288431,31.276394
7.65100593089007,34.291581,31.276362
6.843370197869246,34.294732,31.276331
5.741847557063895,34.297883,31.276299
7.637912239250939,34.247505,31.279504
5.951344859351819,34.250656,31.279474
8.409064996216948,34.253807,31.279443
9.646192197081998,34.256958,31.279412
8.55947360451502,34.260109,31.279381
5.415648324711331,34.26326,31.27935
5.795082245362358,34.266411,31.279319
5.338341376564718,34.269562,31.279288
6.134196490479357,34.272713,31.279257
6.6121563754966175,34.275864,31.279226
6.669760546935676,34.279015,31.279194
7.205648380147116,34.282166,31.279163
13.673271900658806,34.285317,31.279132
8.197562778502867,34.288467,31.2791
6.581432393589875,34.291618,31.279068
7.499869850482178,34.294769,31.279037
6.491782421807614,34.29792,31.279005
8.207300865225976,34.300625,31.246499
3.6913717814775864,34.303775,31.246467
8.018131724575753,34.300663,31.249205
12.691376112393304,34.303812,31.249173
5.158308915225507,34.306962,31.249141
3.040718017374109,34.310112,31.249109
10.786591650963958,34.3007,31.251911
16.618314982846908,34.30385,31.25188
8.627674622881912,34.307,31.251848
9.406234519615607,34.31015,31.251815
5.721508769236541,34.3133,31.251783
6.217003062462056,34.300737,31.254618
13.619335870096345,34.303887,31.254586
15.612381097455863,34.307037,31.254554
9.399441842230432,34.310187,31.254522
7.637419369473535,34.313337,31.254489
8.698901504342611,34.316487,31.254457
6.750459104531249,34.319637,31.254425
6.978537402307557,34.300774,31.257324
8.307330555414866,34.303924,31.257292
11.634551811666189,34.307074,31.25726
8.471173153412048,34.310224,31.257228
9.593771942765256,34.313374,31.257196
8.690531980724154,34.316525,31.257163
5.211078309524906,34.319675,31.257131
5.004004077350542,34.322825,31.257099
5.6470790989762625,34.300811,31.26003
6.175917372890382,34.303961,31.259998
6.872306081907692,34.307111,31.259966
5.962145900906141,34.310262,31.259934
6.725339235392952,34.313412,31.259902
8.492091591210803,34.316562,31.25987
6.830010687931909,34.319712,31.259837
7.862571256169415,34.322863,31.259805
4.696128434145646,34.326013,31.259772
5.51425293296305,34.300848,31.262736
4.929038642005833,34.303998,31.262704
6.231780602728279,34.307149,31.262672
4.6387907517345734,34.310299,31.26264
7.594060664935838,34.313449,31.262608
8.412409605966982,34.3166,31.262576
7.762418037092313,34.31975,31.262543
7.819588682919878,34.3229,31.262511
6.360514529939963,34.326051,31.262478
4.801170296483782,34.329201,31.262446
6.884862304942086,34.300885,31.265442
